# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 100, "resolution": [16, 16, 16, 16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-12-1", "time": "15:10:48.205", "channels": [1, 2, 5, 6, 7, 8], "sensor": ["EMG", "EMG", "EMG", "EMG", "EMG", "EMG"], "label": ["R shoulder", "L shoulder", "L chest", "R chest", "L triceps", "R triceps"], "column": ["nSeq", "DI", "R shoulder", "L shoulder", "L chest", "R chest", "L triceps", "R triceps"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["unknown", "light_green", "red", "orange", "dark_blue", "gray"]}}
# EndOfHeader
0	0	32661	32819	32602	32655	32899	32911	
1	0	32959	32789	32495	32867	32755	32799	
2	0	32965	32695	32583	32655	32638	32789	
3	0	32751	32667	32703	33310	32887	32708	
4	0	32876	32871	32475	32539	32815	32695	
5	0	32739	32807	32851	32707	32823	32807	
6	0	32798	32775	32846	32830	32639	32859	
7	0	32895	32815	32901	32719	32743	32758	
8	0	32695	32835	32799	32421	32665	32965	
9	0	32807	32739	32663	33015	32959	32909	
10	0	32804	32791	32807	32719	32823	32695	
11	0	32751	32827	32453	32718	32804	32798	
12	0	32741	32867	32727	32509	32815	32999	
13	0	32851	32723	32711	33055	32693	32803	
14	0	32764	32839	32747	32687	32847	32719	
15	0	32915	32599	32597	32775	32767	32643	
16	0	32843	32803	32575	32775	32647	32895	
17	0	32827	32829	32595	32715	32851	32893	
18	0	32947	32791	32607	33118	32951	32703	
19	0	32803	32789	32199	32379	32575	32965	
20	0	32825	32693	34215	33422	32707	32997	
21	0	33023	32979	33303	33229	32895	32759	
22	0	32814	32639	31719	33099	32663	32863	
23	0	32916	32709	31134	31487	32535	32823	
24	0	32811	32775	32483	32519	32795	32803	
25	0	32743	32789	33255	32925	32599	32743	
26	0	32789	32739	32947	32981	32739	32789	
27	0	32831	32671	32903	32573	32855	32735	
28	0	32841	32719	33027	32799	32798	32991	
29	0	32839	32691	32619	32805	32815	32743	
30	0	32826	32679	32503	32671	32821	32755	
31	0	32759	32743	32615	32703	32751	32815	
32	0	32903	32839	32845	32723	32619	32763	
33	0	32591	32667	32827	32637	32925	32879	
34	0	32903	32751	32815	32775	32539	32807	
35	0	32858	32639	32687	32679	32679	32852	
36	0	32724	32861	32542	32679	32885	32855	
37	0	32814	32759	32855	32775	32835	32791	
38	0	32706	32747	32765	32687	32887	32751	
39	0	32859	32718	32723	32702	32683	32851	
40	0	32798	32695	32543	32575	32902	32711	
41	0	32781	32727	32887	32859	32615	32813	
42	0	32729	32799	32867	32611	32851	32837	
43	0	32853	32614	32839	32751	33055	32747	
44	0	32855	32741	32775	32823	32876	32759	
45	0	32847	32821	32871	32679	32751	32807	
46	0	32836	32919	32871	32863	32943	32775	
47	0	32731	32695	32751	32597	32847	32759	
48	0	32723	32703	32855	32751	32843	32815	
49	0	32735	32671	32503	32639	32757	32707	
50	0	32783	32723	32935	32667	32943	32831	
51	0	32836	32903	32903	32695	32607	32821	
52	0	32799	32767	32487	32731	32719	32765	
53	0	32794	32727	32719	32767	32759	32863	
54	0	32826	32671	32507	32718	32831	32859	
55	0	32853	32775	32572	32757	32775	32803	
56	0	32859	32791	32831	32887	32855	32775	
57	0	32812	32661	32663	32731	32799	32771	
58	0	32740	32903	32583	32661	32755	32903	
59	0	32775	32843	32799	32747	32915	32743	
60	0	32815	32766	32863	32615	32863	32775	
61	0	32863	32623	32887	32799	32831	32751	
62	0	32827	33023	32835	32803	32871	32903	
63	0	32879	32807	32901	32751	32659	32827	
64	0	32700	32892	32775	32471	32901	32859	
65	0	32910	32823	32837	32651	32775	32717	
66	0	32863	32679	32819	32735	32815	32839	
67	0	32823	32644	32620	32835	32765	32823	
68	0	32820	32743	32559	32705	32901	32687	
69	0	32789	32878	32775	32711	32919	32799	
70	0	32803	32719	32615	32695	32759	32871	
71	0	32790	32855	32815	32741	32895	32839	
72	0	33070	32867	32615	32663	32619	32574	
73	0	32583	32853	32623	32943	32791	33127	
74	0	32622	32807	32853	32705	32871	33041	
75	0	32919	32811	32883	32687	32823	32663	
76	0	32913	32887	32663	32807	32791	32845	
77	0	32855	32815	32571	32615	32831	32711	
78	0	32815	32725	32639	32743	32751	32775	
79	0	33071	32795	32791	32647	32759	32869	
80	0	32803	32686	32799	32647	32707	32967	
81	0	32868	32727	32755	32787	32647	32719	
82	0	32932	32807	32639	32711	32823	32663	
83	0	32679	32811	32855	32695	33087	32903	
84	0	32804	32671	32423	32751	32819	32789	
85	0	32935	32711	32599	32815	32815	32663	
86	0	32792	32823	32711	32719	32827	32871	
87	0	32647	32871	32683	32791	32859	32893	
88	0	33036	32639	32643	32759	32766	32644	
89	0	32687	32831	32613	32614	32719	32795	
90	0	32797	32831	32763	32731	32805	32751	
91	0	32827	32871	32655	32803	32871	32773	
92	0	32840	32803	32459	32755	32773	32863	
93	0	32571	32674	32815	32703	32765	32911	
94	0	32974	32725	32580	32615	32735	32759	
95	0	32854	32831	32167	32583	32635	32775	
96	0	32788	32815	34387	33223	33111	32860	
97	0	32783	32935	34403	33631	32903	32917	
98	0	32903	32775	32222	33435	32871	32731	
99	0	32655	32647	30501	31381	32644	32700	
100	0	32689	32799	32355	32451	32775	32775	
101	0	32935	32839	33015	32927	32711	32715	
102	0	32751	32919	33311	33029	32884	33012	
103	0	32877	32743	33015	32871	32758	32894	
104	0	32723	32823	32823	32723	32691	32775	
105	0	32783	32839	32622	32847	32675	32899	
106	0	32853	32855	32659	32798	32847	32903	
107	0	32853	32647	32551	32719	32847	32771	
108	0	32698	32731	32701	32823	32867	32839	
109	0	32836	32871	32607	32751	32819	32743	
110	0	32775	32647	32711	32887	32837	32743	
111	0	32707	32862	32771	32807	32727	32695	
112	0	32687	32735	32487	32823	32771	32855	
113	0	32765	32711	32919	32787	32755	32751	
114	0	32815	32667	32529	32759	32623	32727	
115	0	32845	32870	32719	32735	32837	32711	
116	0	32773	32797	32519	32706	32867	32831	
117	0	32751	32731	32763	32717	32855	32742	
118	0	32855	32711	32663	32843	32925	32895	
119	0	32835	32693	32967	33051	32855	32727	
120	0	32839	32775	32852	32842	32839	32943	
121	0	32934	32739	32707	32598	32915	32547	
122	0	32809	32863	32775	32678	32839	32831	
123	0	32974	32735	32619	32647	32639	32679	
124	0	32855	32702	32799	32647	32751	32723	
125	0	32937	32711	32583	32677	32759	32639	
126	0	32749	32659	32557	32695	32923	32903	
127	0	32852	32702	32587	32767	32732	32631	
128	0	32554	32631	32445	32975	32847	33021	
129	0	32827	32723	32619	32767	32891	32807	
130	0	32584	32701	32647	32967	32765	33006	
131	0	32892	32709	32823	32711	32751	32679	
132	0	32799	32831	32748	32567	32764	32799	
133	0	32718	32804	32547	32559	32807	33095	
134	0	32643	32687	32491	32797	32869	32860	
135	0	32999	32765	32469	32823	32861	32743	
136	0	32982	32807	32597	32757	32725	32867	
137	0	32903	32846	32719	32573	32853	32731	
138	0	32823	32749	32597	32507	32727	32623	
139	0	32805	32719	32799	32691	32699	32647	
140	0	32788	32819	32519	32647	32693	32711	
141	0	32683	32867	32547	32925	32879	32967	
142	0	32851	32614	32791	32531	32847	32679	
143	0	33186	32767	32943	33295	32765	32578	
144	0	32627	32917	32671	32543	32647	32963	
145	0	33042	32814	32519	32579	32831	32487	
146	0	32993	32863	32663	32879	32687	33123	
147	0	32316	32727	32444	32903	32835	33247	
148	0	33089	32775	32823	32913	32711	32493	
149	0	32404	32935	32343	32538	32823	33361	
150	0	32719	32807	32687	32495	32807	32839	
151	0	32887	32887	32189	32503	32823	32421	
152	0	32503	32679	32599	32758	32826	33111	
153	0	32999	32771	32455	32557	32729	32687	
154	0	32923	32709	33042	33191	32687	32967	
155	0	32639	32951	32979	32719	32775	32871	
156	0	33131	32871	32495	32799	32743	32607	
157	0	32857	32885	32596	32539	32847	32727	
158	0	32711	32795	32347	32687	32837	32915	
159	0	33047	32759	32591	32615	32659	32559	
160	0	32823	32763	33183	32963	32685	32733	
161	0	32884	32863	32543	32999	32775	32925	
162	0	32589	32663	32751	33175	32823	32887	
163	0	32727	32799	32797	32475	32795	32597	
164	0	32854	32835	32596	32645	32939	32517	
165	0	32569	32851	32711	32919	32775	32563	
166	0	32951	32591	32767	32679	32853	32711	
167	0	32671	32679	32462	32619	32667	32971	
168	0	32782	32903	32685	32735	32647	32731	
169	0	32638	32763	32831	32807	32687	32926	
