# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 100, "resolution": [16, 16, 16, 16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-12-1", "time": "17:31:34.475", "channels": [1, 2, 5, 6, 7, 8], "sensor": ["EMG", "EMG", "EMG", "EMG", "EMG", "EMG"], "label": ["R shoulder", "L shoulder", "L chest", "R chest", "L triceps", "R triceps"], "column": ["nSeq", "DI", "R shoulder", "L shoulder", "L chest", "R chest", "L triceps", "R triceps"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["unknown", "gray", "red", "brown", "light_green", "dark_blue"]}}
# EndOfHeader
0	0	32839	32871	32775	32599	32807	32863	
1	0	32775	32743	32707	32093	32839	32967	
2	0	32870	32631	32719	32655	32855	32663	
3	0	32828	32951	32695	32243	32711	32947	
4	0	32758	32695	32743	32127	32709	32838	
5	0	32820	32813	32799	32579	32887	32851	
6	0	32843	32687	32735	32157	32739	32903	
7	0	32756	32771	32655	32503	32805	32799	
8	0	32811	32871	32741	32597	32683	32692	
9	0	32821	32791	32615	32203	32823	32855	
10	0	32817	32791	32763	32363	32763	32823	
11	0	32879	33044	32758	32710	32820	32677	
12	0	32805	32623	32565	32199	32751	32871	
13	0	32846	32693	32647	32239	32807	32895	
14	0	32790	32607	32750	32186	32863	32759	
15	0	32865	32819	32767	32207	32831	32763	
16	0	32755	32727	32823	32212	32775	32811	
17	0	32790	32695	32807	32199	32769	32647	
18	0	32783	32807	32655	32215	32875	32923	
19	0	32799	32687	32623	32215	32775	32697	
20	0	32807	32789	32662	32203	32759	32741	
21	0	32767	32647	32689	32439	32757	32764	
22	0	32813	32693	32679	32235	32755	32805	
23	0	32763	32757	32725	32462	32775	32795	
24	0	32859	32775	32691	32159	32821	32775	
25	0	32765	32899	32695	32231	32831	32771	
26	0	32822	32655	32807	32515	32829	32795	
27	0	32740	32771	32763	32263	32691	32831	
28	0	32775	32829	32799	32303	32807	32735	
29	0	32849	32763	32683	32431	32767	32727	
30	0	32879	32943	32757	32359	32863	32851	
31	0	32804	32715	32711	32356	32605	32871	
32	0	32799	32967	32759	32227	32799	32887	
33	0	32783	32659	32761	32175	32709	32899	
34	0	32810	32588	32693	32315	32775	32719	
35	0	32803	32775	32775	32543	32887	32791	
36	0	32807	32643	32759	32615	32775	32707	
37	0	32833	33059	32759	32535	32860	32915	
38	0	32823	32647	32727	32399	32731	32711	
39	0	32805	32899	32643	32475	32815	32755	
40	0	32761	32823	32727	32549	32845	32703	
41	0	32829	32847	32775	32355	32791	32923	
42	0	32826	32903	32831	32455	32839	32731	
43	0	32887	32571	32775	32198	32831	32823	
44	0	32775	32934	32743	32199	32767	32815	
45	0	32811	32855	32725	32495	32799	32675	
46	0	32772	32743	32773	32639	32911	32815	
47	0	32766	32863	32747	32407	32743	32709	
48	0	32847	32775	32775	32118	32836	32847	
49	0	32702	32871	32615	32427	32798	32767	
50	0	32715	32743	32691	32567	32797	32791	
51	0	32799	32855	32749	32471	32759	32830	
52	0	32773	32835	32814	32629	32839	32823	
53	0	32740	32935	32733	32263	32767	32943	
54	0	32844	33031	32775	32303	32775	32871	
55	0	32799	32725	32727	32751	32815	32854	
56	0	32775	32799	32758	32292	32775	32669	
57	0	32791	32853	32703	32255	32739	32879	
58	0	32785	32830	32319	32379	32831	32719	
59	0	32787	32939	32751	32707	32763	32831	
60	0	32855	32743	33934	33539	32847	32707	
61	0	32812	32823	33991	31901	32871	32751	
62	0	32845	32599	31719	31151	32851	32759	
63	0	32775	32583	31837	32019	32791	32927	
64	0	32800	32639	32135	32479	32660	32775	
65	0	32857	32751	32799	32759	32735	32751	
66	0	32775	32756	32924	32999	32805	32799	
67	0	32814	32919	32979	32287	32875	32879	
68	0	32799	32807	33047	32591	32663	32751	
69	0	32862	32631	32831	32583	32805	32647	
70	0	32830	32871	32675	32375	32767	32852	
71	0	32906	32623	32723	32463	32943	32691	
72	0	32787	33007	32655	32215	32871	32789	
73	0	32831	32957	32743	32607	32823	32775	
74	0	32925	32853	32743	32422	32807	32741	
75	0	32887	32815	32695	32223	32733	32855	
76	0	32725	32855	32759	32639	32775	32877	
77	0	32811	32789	32647	32303	32773	32895	
78	0	32804	32887	32661	32531	32839	32823	
79	0	32804	32863	32677	32574	32791	32663	
80	0	32829	32759	32676	32375	32806	32815	
81	0	32734	32839	32662	32183	32735	32815	
82	0	32766	32863	32769	32542	32811	32655	
83	0	32846	32815	32711	32475	32903	32805	
84	0	32782	32687	32845	32431	32789	32839	
85	0	32843	32836	32743	32615	32863	32798	
86	0	32783	32739	32771	32579	32883	32917	
87	0	32764	32711	32735	32639	32751	32773	
88	0	32767	33081	32775	32111	32799	32732	
89	0	32827	32791	32773	32167	32775	32735	
90	0	32791	32733	32747	32383	32839	32807	
91	0	32751	32869	32727	32279	32799	32607	
92	0	32858	32567	32756	32607	32678	32767	
93	0	32791	32839	32627	32575	32899	32819	
94	0	32755	32735	32671	32643	32767	32798	
95	0	32732	32763	32596	32516	32871	32803	
96	0	32827	32765	32719	32692	32838	32851	
97	0	32875	32647	32703	32543	32821	32647	
98	0	32814	32815	32679	32598	32823	32814	
99	0	32879	32711	32695	32347	32839	32831	
100	0	32869	32759	32682	32279	32791	32691	
101	0	32860	32823	32695	32295	32767	32871	
102	0	32815	32811	32719	32463	32799	32839	
103	0	32737	33069	32755	32639	32807	32879	
104	0	32810	32703	32671	32167	32719	32863	
105	0	32891	32687	32718	32334	32895	32807	
106	0	32817	32919	32671	32447	32819	32887	
107	0	32815	32759	32759	32359	32798	32759	
108	0	32815	32939	32743	32287	32773	32859	
109	0	32775	32758	32679	32597	32775	32727	
110	0	32795	32671	32661	32513	32743	32727	
111	0	32809	32735	32695	32655	32739	32755	
112	0	32825	32821	32741	32287	32719	32719	
